image_path,file_name,block_number,classification,extracted_id,photo_detections,photo_crops
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/18.jpg,B1/18.jpg,1,loose_photo,"{'parcel': '22', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P22__photo1.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/19.jpg,B1/19.jpg,1,appraisal_form,"{'parcel': '22', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/20.jpg,B1/20.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/21.jpg,B1/21.jpg,1,other,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/22.jpg,B1/22.jpg,1,loose_photo,"{'parcel': '21', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P21__photo1.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/23.jpg,B1/23.jpg,1,appraisal_form,"{'parcel': '21', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/24.jpg,B1/24.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/25.jpg,B1/25.jpg,1,loose_photo,"{'parcel': '20', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P20__photo1.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/26.jpg,B1/26.jpg,1,appraisal_form,"{'parcel': '20', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/27.jpg,B1/27.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/28.jpg,B1/28.jpg,1,loose_photo,"{'parcel': '20', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P20__photo2.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/29.jpg,B1/29.jpg,1,appraisal_form,"{'parcel': '20', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/30.jpg,B1/30.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/31.jpg,B1/31.jpg,1,loose_photo,"{'parcel': '20', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P20__photo3.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/32.jpg,B1/32.jpg,1,appraisal_form,"{'parcel': '20', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/33.jpg,B1/33.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/34.jpg,B1/34.jpg,1,loose_photo,"{'parcel': '20', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P20__photo4.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/35.jpg,B1/35.jpg,1,appraisal_form,"{'parcel': '20', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/36.jpg,B1/36.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/37.jpg,B1/37.jpg,1,loose_photo,"{'parcel': '20', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P20__photo5.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/38.jpg,B1/38.jpg,1,appraisal_form,"{'parcel': '20', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/39.jpg,B1/39.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/40.jpg,B1/40.jpg,1,appraisal_form,"{'parcel': '20', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/41.jpg,B1/41.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/42.jpg,B1/42.jpg,1,loose_photo,"{'parcel': '19', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P19__photo1.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/43.jpg,B1/43.jpg,1,appraisal_form,"{'parcel': '19', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/44.jpg,B1/44.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/45.jpg,B1/45.jpg,1,other,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/46.jpg,B1/46.jpg,1,other,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/47.jpg,B1/47.jpg,1,loose_photo,"{'parcel': '19', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P19__photo2.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/48.jpg,B1/48.jpg,1,appraisal_form,"{'parcel': '19', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/49.jpg,B1/49.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/50.jpg,B1/50.jpg,1,loose_photo,"{'parcel': '19', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P19__photo3.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/51.jpg,B1/51.jpg,1,appraisal_form,"{'parcel': '19', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/52.jpg,B1/52.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/53.jpg,B1/53.jpg,1,loose_photo,"{'parcel': '19', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P19__photo4.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/54.jpg,B1/54.jpg,1,appraisal_form,"{'parcel': '19', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/55.jpg,B1/55.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/56.jpg,B1/56.jpg,1,loose_photo,"{'parcel': '18', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P18__photo1.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/57.jpg,B1/57.jpg,1,appraisal_form,"{'parcel': '18', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/58.jpg,B1/58.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/59.jpg,B1/59.jpg,1,loose_photo,"{'parcel': '30', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P30__photo1.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/60.jpg,B1/60.jpg,1,appraisal_form,"{'parcel': '30', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/61.jpg,B1/61.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/62.jpg,B1/62.jpg,1,loose_photo,"{'parcel': '28', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P28__photo1.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/63.jpg,B1/63.jpg,1,appraisal_form,"{'parcel': '28', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/64.jpg,B1/64.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/65.jpg,B1/65.jpg,1,loose_photo,"{'parcel': '27', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P27__photo1.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/66.jpg,B1/66.jpg,1,appraisal_form,"{'parcel': '27', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/67.jpg,B1/67.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/68.jpg,B1/68.jpg,1,other,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/69.jpg,B1/69.jpg,1,other,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/70.jpg,B1/70.jpg,1,other,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/71.jpg,B1/71.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/72.jpg,B1/72.jpg,1,appraisal_form,"{'parcel': '19', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/73.jpg,B1/73.jpg,1,other,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/74.jpg,B1/74.jpg,1,other,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/75.jpg,B1/75.jpg,1,appraisal_form,"{'parcel': '19', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/76.jpg,B1/76.jpg,1,loose_photo,"{'parcel': '19', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P19__photo5.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/77.jpg,B1/77.jpg,1,appraisal_form,"{'parcel': '19', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/78.jpg,B1/78.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/79.jpg,B1/79.jpg,1,loose_photo,"{'parcel': '18', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P18__photo2.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/80.jpg,B1/80.jpg,1,appraisal_form,"{'parcel': '18', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/81.jpg,B1/81.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/82.jpg,B1/82.jpg,1,loose_photo,"{'parcel': '18', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P18__photo3.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/83.jpg,B1/83.jpg,1,appraisal_form,"{'parcel': '18', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/84.jpg,B1/84.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/85.jpg,B1/85.jpg,1,loose_photo,"{'parcel': '18', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P18__photo4.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/86.jpg,B1/86.jpg,1,appraisal_form,"{'parcel': '18', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/87.jpg,B1/87.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/88.jpg,B1/88.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/89.jpg,B1/89.jpg,1,appraisal_form,"{'parcel': '18', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/90.jpg,B1/90.jpg,1,loose_photo,"{'parcel': '16', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P16__photo1.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/91.jpg,B1/91.jpg,1,appraisal_form,"{'parcel': '16', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/92.jpg,B1/92.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/93.jpg,B1/93.jpg,1,loose_photo,"{'parcel': '16', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P16__photo2.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/94.jpg,B1/94.jpg,1,appraisal_form,"{'parcel': '16', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/95.jpg,B1/95.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/96.jpg,B1/96.jpg,1,loose_photo,"{'parcel': '15', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P15__photo1.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/97.jpg,B1/97.jpg,1,appraisal_form,"{'parcel': '15', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/98.jpg,B1/98.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/99.jpg,B1/99.jpg,1,loose_photo,"{'parcel': '15', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P15__photo2.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/100.jpg,B1/100.jpg,1,appraisal_form,"{'parcel': '15', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/101.jpg,B1/101.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/102.jpg,B1/102.jpg,1,loose_photo,"{'parcel': '15', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P15__photo3.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/103.jpg,B1/103.jpg,1,appraisal_form,"{'parcel': '15', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/104.jpg,B1/104.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/105.jpg,B1/105.jpg,1,loose_photo,"{'parcel': '15', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P15__photo4.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/106.jpg,B1/106.jpg,1,appraisal_form,"{'parcel': '15', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/107.jpg,B1/107.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/108.jpg,B1/108.jpg,1,other,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/109.jpg,B1/109.jpg,1,appraisal_form,"{'parcel': '15', 'block': '1', 'confidence': 'low'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/110.jpg,B1/110.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/111.jpg,B1/111.jpg,1,loose_photo,"{'parcel': '14', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P14__photo1.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/112.jpg,B1/112.jpg,1,appraisal_form,"{'parcel': '14', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/113.jpg,B1/113.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/114.jpg,B1/114.jpg,1,other,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/115.jpg,B1/115.jpg,1,loose_photo,"{'parcel': '12', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P12__photo1.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/116.jpg,B1/116.jpg,1,appraisal_form,"{'parcel': '12', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/117.jpg,B1/117.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/118.jpg,B1/118.jpg,1,loose_photo,"{'parcel': '11', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P11__photo1.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/119.jpg,B1/119.jpg,1,appraisal_form,"{'parcel': '11', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/120.jpg,B1/120.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/121.jpg,B1/121.jpg,1,loose_photo,"{'parcel': '11', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P11__photo2.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/122.jpg,B1/122.jpg,1,appraisal_form,"{'parcel': '11', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/123.jpg,B1/123.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/124.jpg,B1/124.jpg,1,loose_photo,"{'parcel': '11', 'block': '1', 'confidence': 'low'}",[],"[""B1/B1_P11__photo3.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/125.jpg,B1/125.jpg,1,appraisal_form,"{'parcel': '11', 'block': '1', 'confidence': 'low'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/126.jpg,B1/126.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/127.jpg,B1/127.jpg,1,loose_photo,"{'parcel': '11', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P11__photo4.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/128.jpg,B1/128.jpg,1,appraisal_form,"{'parcel': '11', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/129.jpg,B1/129.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/130.jpg,B1/130.jpg,1,loose_photo,"{'parcel': '11', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P11__photo5.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/131.jpg,B1/131.jpg,1,appraisal_form,"{'parcel': '11', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/132.jpg,B1/132.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/133.jpg,B1/133.jpg,1,appraisal_form,"{'parcel': '11', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/134.jpg,B1/134.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/135.jpg,B1/135.jpg,1,loose_photo,"{'parcel': '9', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P9__photo1.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/136.jpg,B1/136.jpg,1,appraisal_form,"{'parcel': '9', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/137.jpg,B1/137.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/138.jpg,B1/138.jpg,1,other,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/139.jpg,B1/139.jpg,1,loose_photo,"{'parcel': '8', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P8__photo1.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/140.jpg,B1/140.jpg,1,appraisal_form,"{'parcel': '8', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/141.jpg,B1/141.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/142.jpg,B1/142.jpg,1,loose_photo,"{'parcel': '7', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P7__photo1.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/143.jpg,B1/143.jpg,1,appraisal_form,"{'parcel': '7', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/144.jpg,B1/144.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/145.jpg,B1/145.jpg,1,loose_photo,"{'parcel': '6', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P6__photo1.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/146.jpg,B1/146.jpg,1,appraisal_form,"{'parcel': '6', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/147.jpg,B1/147.jpg,1,description_of_improvement,,[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/148.jpg,B1/148.jpg,1,loose_photo,"{'parcel': '5', 'block': '1', 'confidence': 'high'}",[],"[""B1/B1_P5__photo1.jpg""]"
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/149.jpg,B1/149.jpg,1,appraisal_form,"{'parcel': '5', 'block': '1', 'confidence': 'high'}",[],[]
/Users/liam/Documents/R-51 appraisal reports_files/Bradberry appraisals 1962/B1/150.jpg,B1/150.jpg,1,description_of_improvement,,[],[]
